"CATEGORIES"  ,"SUMMARY"                                      ,"LOCATION"          ,"DESCRIPTION"                         ,"CONTACT"     ,"X-EXTRAINFO","DTSTART"        ,"DTEND"          ,"TIMEZONE"    ,"RRULE"
"Jeunes"      ,"EDG - Châsse aux œufs"                        ,"9 trous Académique","Ecole De Golf - Châsse aux œufs"     ,""            ,""           ,"20190331T090500","20190331T120500","Europe/Paris",""
